File Name,School Name,City,Country,Address,Course Name,Lessons Per Week,Description,Requirements,Duration,Price,Currency,Accommodations,Additional Fees,Terms
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,One-to-One,1,Private lessons tailored to your needs,,1 hour,£135,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,Virtual Internships,1,Skills training combined with internship placement,Intermediate level,4-16 weeks,£995,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,General English 24,24,Morning and afternoon classes available.,,1-11 weeks,£410,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,General English 24,24,Morning and afternoon classes available.,,12-23 weeks,£370,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,General English 24,24,Morning and afternoon classes available.,,24+ weeks,£340,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,English for Work 30,30,Maximum course duration: 12 weeks.,,1-11 weeks,£470,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,English for Work 30,30,Maximum course duration: 12 weeks.,,12-23 weeks,£425,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,English in the City 30,30,Specialized context learning.,,1-11 weeks,£470,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,Writing with AI 30,30,Improving AI-integrated skills.,,1-11 weeks,£470,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,Business English 20,20,Business communication and vocabulary.,Intermediate level (B2) minimum is necessary.,1-11 weeks,£385,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
EC-Price-List-2025.pdf,EC English Language Centres,London,GB,location details needed,Business English 20,20,Business communication and vocabulary.,Intermediate level (B2) minimum is necessary.,12-23 weeks,£345,GBP,"Type: Homestay, Price/week: £280, Description: Single room, self-catering, Supplements: U18 Supplement: £20 p/w; Christmas Supplement: £30 p/w; Special Dietary Supplement: £45 p/w; High Season: £25 per week (28 Jun - 30 Aug) | Type: Student Residence, Price/week: from £510 to £645, Description: Range of Student residencies available | Type: Summer Residence, Price/week: £520, Description: Classic London dormitory rooms, Supplements: High Season: £50 per week (28 Jun - 30 Aug) | Type: Residential, Price/week: £595, Description: IQ Shoreditch Residence, ensuite bathroom, self-catering, Supplements: High Season: £50 per week (28 Jun - 30 Aug)",Registration Fee: £60; Bank Transfer Fee: £18; Registration fee: £60; Accommodation placement fee: £40; Materials fee: Maximum £105 (depending on duration).; Optional Student Insurance: £12 per week.,"cancellation: No refund for cancellations less than 7 days prior to arrival; refund_policy: Specific policies apply for accommodation and course fees as outlined.; cancellation_with_notice: 14 days' minimum response for refunds; cancellation_policy: Cancellation only with a proper notice period.; payment_terms: ; Registration and Placement terms: Subjected changes based on direct submittals. Search details for 2025.; terms: Cancellation requests and changes must be notified 14 days in advance.; other_outlined_terms: Please check additional requirements and policies associated with the specific course and accommodation options listed in the full brochure.; fees: Additional details available upon request; attendance: Students must maintain an attendance level of a minimum of 80%.; force_majeure: EC shall not be responsible for any failure to comply with any of its obligations if the failure is occasioned by any cause beyond EC's reasonable control.; insurance: Student insurance options are available for certain locations; payments: Payments must be made by bank transfer or card and must be received in full 3 working days prior to the course start date.; changes_to_enrollment: EC reserves the right to charge an administration fee of 50EUR/CAD each time the course is changed.; level_of_english: If a student does not have the minimum level of English required to follow a specific course, EC reserves the right to move the student to an appropriate course.; live_class_information: Courses run from Monday to Friday and are scheduled in chosen time zones.; public_holidays: Public holidays of: 01 January, 18 March, 24 April, 25 & 26 December.; photography_recording: Students agree that photographs, videos, artwork or other works, as well as recorded or written testimonials, may be used, stored or transferred internationally by EC, or by a third party agent, for promotional purposes.; online_behavior: Students should not record any part of the main lesson without their teacher's permission.; data_protection: Any information provided to EC may be held on computer and shall be used in accordance with its data protection registration.; liability: EC and its staff and representatives will not be liable for loss, damage or injury to persons or property however caused.; valid_prices: Prices are valid for start dates from 01 January 2025.; updates_to_terms: All Terms and Conditions are subject to change."
